OBJECTID,rotacja,sym,sym_w,X,Y
1070,61,1,30,566061.578300000051968,244640.118300000001909
1071,209,3,22,566058.931699999957345,244637.926799999986542
1072,234,2,22,566056.479700000025332,244635.774399999994785
1073,81,1,30,566064.159699999960139,244647.884099999995669
1074,134,4,29,566108.766100000008009,244633.663999999989755
1075,293,4,30,566098.179000000003725,244604.846599999989849
1076,102,3,26,566092.288599999970756,244606.202300000004470
1077,64,2,25,566077.114599999971688,244609.626400000008289
1078,67,2,17,566070.643799999961630,244611.123300000006566
1079,128,1,17,566068.082199999946170,244612.573100000008708
1080,215,2,17,566064.704200000036508,244612.465599999995902
1081,265,2,20,566058.329799999948591,244613.868799999996554
1082,43,1,19,566051.125699999975041,244615.546600000001490
1083,80,3,23,566025.419200000003912,244609.847700000012992
1084,82,1,23,566040.695999999996275,244625.850700000009965
1085,300,3,18,566036.753499999991618,244626.836899999994785
1086,100,1,21,566039.345399999991059,244631.178099999990081
1087,35,4,15,566045.014700000057928,244641.125100000004750
1088,325,2,21,565582.989300000015646,244625.766600000002654
1089,241,2,23,565577.718100000056438,244627.594699999986915
1090,127,3,27,565572.363099999958649,244629.326999999990221
1091,150,1,16,565566.875699999975041,244631.390899999998510
1092,97,3,23,565561.907400000025518,244633.479800000000978
1093,354,4,28,565556.353299999958836,244634.898199999995995
1094,99,2,27,565550.486299999989569,244636.946599999995669
1095,251,4,23,565544.328699999954551,244639.145599999988917
1096,156,2,16,565539.416500000050291,244640.847600000008242
1097,346,1,18,565533.945700000040233,244642.962700000003679
1098,293,1,22,565528.128499999991618,244645.014399999985471
1099,74,4,20,565522.250899999984540,244647.072099999990314
1100,343,2,18,565517.071299999952316,244649.026500000007218
1101,144,4,18,565126.388700000010431,244752.214000000007218
1102,153,4,25,566133.619399999966845,244652.955699999991339
1103,352,1,23,566125.453399999998510,244636.066800000000512
1104,52,4,18,566126.992199999978766,244620.533200000005309
1105,226,2,28,566127.575599999981932,244616.781599999987520
1106,263,2,30,566122.461899999994785,244545.752899999992223
1107,104,4,23,566120.794800000032410,244535.596900000004098
1108,187,1,16,566118.748000000021420,244528.413999999989755
1109,286,2,28,566101.798300000024028,244516.264399999985471
1110,302,1,19,566117.888200000044890,244513.087300000013784
1111,233,4,19,566113.567799999960698,244497.406099999992875
1112,42,2,17,566107.755499999970198,244491.124199999991106
1113,15,2,25,566097.269199999980628,244488.717700000008335
1114,328,1,30,565072.655000000027940,245067.368199999997159
1115,113,2,16,565765.693500000052154,244817.891800000012154
1116,213,3,23,565756.558300000033341,244818.798399999999674
1117,69,3,18,565754.444900000002235,244819.096599999989849
1118,83,4,24,565752.733699999982491,244820.263299999991432
1119,177,1,21,565751.099799999967217,244819.391899999987800
1120,307,2,19,565749.508599999942817,244819.224599999986822
1121,153,4,18,565747.605400000000373,244820.268099999986589
1122,37,1,24,565746.182599999941885,244818.940299999987474
1123,68,2,22,565744.348899999982677,244818.506200000003446
1124,21,4,20,565742.473299999954179,244818.249600000010105
1125,208,1,23,565741.663100000005215,244816.301999999996042
1126,327,1,28,565740.892899999977089,244814.206899999990128
1127,297,2,27,565740.107399999978952,244812.190899999986868
1128,290,3,23,565741.878900000010617,244811.168600000004517
1129,219,4,17,565744.502899999963120,244808.050300000002608
1130,213,4,21,565746.623099999967963,244808.393500000005588
1131,242,2,30,565750.724500000011176,244807.277800000010757
1132,95,2,15,565752.238200000021607,244806.217999999993481
1133,274,2,22,565753.981299999984913,244806.806299999996554
1134,348,1,22,565756.134500000043772,244806.660999999992782
1135,61,3,21,565746.916399999987334,244822.615400000009686
1136,64,4,20,564721.503299999982119,245060.164199999999255
1137,15,4,17,564721.423500000033528,245066.548799999989569
1138,14,3,17,564721.200399999972433,245073.424499999993714
1139,63,3,16,564720.904199999989942,245079.453899999993155
1140,146,1,23,564715.352300000027753,245064.196499999990920
1141,188,4,19,564715.071699999971315,245068.955099999991944
1142,286,1,16,564698.429899999988265,245080.483000000007451
1143,80,3,30,564702.362500000046566,245079.496099999989383
1144,345,4,17,564699.758999999961816,245090.037299999996321
1145,21,3,29,564713.296899999957532,245100.484700000000885
1146,220,3,21,564713.375600000028498,245096.493799999996554
1147,306,1,16,564713.329700000002049,245093.015299999999115
1148,73,4,27,564713.589200000045821,245089.016499999997905
1149,358,4,15,564714.097999999998137,245082.360400000005029
1150,283,3,19,564710.182200000039302,245084.880800000013551
1151,14,1,23,564698.029300000052899,245096.530999999988126
1152,72,1,24,564712.641500000027008,245111.397599999996601
1153,134,2,28,564712.790000000037253,245106.519999999989523
1154,109,2,25,564719.413399999961257,245106.325400000001537
1155,319,2,23,564723.353400000021793,245108.644200000009732
1156,294,1,15,564730.272499999962747,245103.171299999987241
1157,102,4,19,564729.162299999967217,245097.948499999998603
1158,115,3,28,564737.494900000048801,245101.965499999991152
1159,171,3,18,565202.765600000042468,244913.014399999985471
1160,210,3,20,565208.019699999946170,244911.886300000012852
1161,302,3,26,565211.059899999992922,244911.209800000011455
1162,201,1,25,565218.378799999947660,244911.693200000008801
1163,38,2,25,565220.128099999972619,244911.149999999994179
1164,0,3,15,565221.768599999952130,244911.180499999987660
1165,136,4,26,565224.158500000019558,244910.790700000012293
1166,358,1,15,565227.767200000002049,244910.002399999997579
1167,320,4,24,565229.634100000024773,244909.497200000012526
1168,63,1,15,565226.861999999964610,244907.978299999987939
1169,168,2,22,565223.561299999943003,244908.507000000012340
1170,41,3,30,565220.443300000042655,244909.148099999991246
1171,277,1,18,565217.322000000043772,244909.688900000008289
1172,192,4,15,565254.777000000001863,244904.241199999989476
1173,89,3,22,566019.997199999983422,244738.577099999994971
1174,30,1,23,565311.272800000035204,244764.155399999988731
1175,29,4,29,0.000000000000000,0.000000000000000
1176,177,1,24,0.000000000000000,0.000000000000000
1177,243,2,22,0.000000000000000,0.000000000000000
1178,37,3,22,0.000000000000000,0.000000000000000
1179,232,3,20,0.000000000000000,0.000000000000000
1180,311,1,29,0.000000000000000,0.000000000000000
1181,91,2,19,0.000000000000000,0.000000000000000
1182,105,3,15,0.000000000000000,0.000000000000000
1183,180,2,23,0.000000000000000,0.000000000000000
1184,281,2,24,0.000000000000000,0.000000000000000
1185,285,3,16,0.000000000000000,0.000000000000000
1186,146,4,30,0.000000000000000,0.000000000000000
1187,122,3,16,0.000000000000000,0.000000000000000
1188,12,3,18,0.000000000000000,0.000000000000000
1189,276,2,16,0.000000000000000,0.000000000000000
1190,253,2,24,0.000000000000000,0.000000000000000
1191,244,3,19,0.000000000000000,0.000000000000000
1192,198,1,18,0.000000000000000,0.000000000000000
1193,298,1,19,0.000000000000000,0.000000000000000
1194,90,4,25,0.000000000000000,0.000000000000000
1195,310,4,23,0.000000000000000,0.000000000000000
1196,309,1,22,0.000000000000000,0.000000000000000
1197,19,3,30,0.000000000000000,0.000000000000000
1198,8,4,30,0.000000000000000,0.000000000000000
1199,333,2,19,0.000000000000000,0.000000000000000
1200,134,4,26,0.000000000000000,0.000000000000000
1201,169,4,22,0.000000000000000,0.000000000000000
1202,23,3,26,0.000000000000000,0.000000000000000
1203,156,4,30,0.000000000000000,0.000000000000000
1204,107,4,27,0.000000000000000,0.000000000000000
1205,150,2,28,0.000000000000000,0.000000000000000
1206,20,3,20,0.000000000000000,0.000000000000000
1207,100,2,18,0.000000000000000,0.000000000000000
1208,331,1,19,0.000000000000000,0.000000000000000
1209,124,3,27,0.000000000000000,0.000000000000000
1210,210,1,15,0.000000000000000,0.000000000000000
1211,210,1,22,0.000000000000000,0.000000000000000
1212,60,2,29,0.000000000000000,0.000000000000000
1213,203,1,21,0.000000000000000,0.000000000000000
1214,153,4,19,0.000000000000000,0.000000000000000
1215,253,4,20,0.000000000000000,0.000000000000000
1216,84,4,15,0.000000000000000,0.000000000000000
1217,191,4,26,0.000000000000000,0.000000000000000
1218,67,3,16,0.000000000000000,0.000000000000000
1219,160,3,24,0.000000000000000,0.000000000000000
1220,8,1,28,0.000000000000000,0.000000000000000
1221,89,1,16,0.000000000000000,0.000000000000000
1222,198,3,25,0.000000000000000,0.000000000000000
1223,189,4,15,0.000000000000000,0.000000000000000
1224,110,3,16,0.000000000000000,0.000000000000000
1225,111,4,21,0.000000000000000,0.000000000000000
1226,186,4,24,0.000000000000000,0.000000000000000
1227,123,2,22,0.000000000000000,0.000000000000000
1228,123,2,29,0.000000000000000,0.000000000000000
1229,57,4,18,0.000000000000000,0.000000000000000
1230,317,2,22,0.000000000000000,0.000000000000000
1231,49,1,15,0.000000000000000,0.000000000000000
1232,296,1,17,0.000000000000000,0.000000000000000
1233,61,2,29,0.000000000000000,0.000000000000000
1234,115,2,24,0.000000000000000,0.000000000000000
1235,214,3,30,0.000000000000000,0.000000000000000
1236,330,3,23,0.000000000000000,0.000000000000000
1237,12,3,15,0.000000000000000,0.000000000000000
1238,130,1,15,0.000000000000000,0.000000000000000
1239,338,1,28,0.000000000000000,0.000000000000000
1240,83,3,19,0.000000000000000,0.000000000000000
1241,30,2,21,0.000000000000000,0.000000000000000
1242,199,2,25,0.000000000000000,0.000000000000000
1243,217,2,20,0.000000000000000,0.000000000000000
1244,193,3,29,0.000000000000000,0.000000000000000
1245,25,1,30,0.000000000000000,0.000000000000000
1246,60,2,18,0.000000000000000,0.000000000000000
1247,191,2,21,0.000000000000000,0.000000000000000
1248,6,2,26,0.000000000000000,0.000000000000000
1249,358,1,21,0.000000000000000,0.000000000000000
1250,262,3,26,0.000000000000000,0.000000000000000
1251,58,2,27,0.000000000000000,0.000000000000000
1252,325,2,19,0.000000000000000,0.000000000000000
1253,188,2,19,0.000000000000000,0.000000000000000
1254,244,4,25,0.000000000000000,0.000000000000000
1255,60,3,30,0.000000000000000,0.000000000000000
1256,92,1,18,0.000000000000000,0.000000000000000
1257,208,2,23,0.000000000000000,0.000000000000000
1258,187,2,21,0.000000000000000,0.000000000000000
1259,9,3,25,0.000000000000000,0.000000000000000
1260,280,1,18,0.000000000000000,0.000000000000000
1261,224,2,25,0.000000000000000,0.000000000000000
1262,254,1,27,0.000000000000000,0.000000000000000
1263,160,3,30,0.000000000000000,0.000000000000000
1264,138,4,23,0.000000000000000,0.000000000000000
1265,94,1,25,0.000000000000000,0.000000000000000
1266,223,1,21,0.000000000000000,0.000000000000000
1267,268,4,22,0.000000000000000,0.000000000000000
1268,148,3,17,0.000000000000000,0.000000000000000
1269,244,4,25,0.000000000000000,0.000000000000000
1270,348,1,30,0.000000000000000,0.000000000000000
1271,87,3,30,0.000000000000000,0.000000000000000
1272,89,2,15,0.000000000000000,0.000000000000000
1273,170,3,29,0.000000000000000,0.000000000000000
1274,300,4,26,0.000000000000000,0.000000000000000
1275,256,4,25,0.000000000000000,0.000000000000000
1276,72,2,21,0.000000000000000,0.000000000000000
1277,175,1,26,0.000000000000000,0.000000000000000
1278,292,4,15,0.000000000000000,0.000000000000000
1279,338,4,25,0.000000000000000,0.000000000000000
1280,144,3,30,0.000000000000000,0.000000000000000
1281,53,3,15,0.000000000000000,0.000000000000000
1282,153,3,16,0.000000000000000,0.000000000000000
1283,182,3,20,0.000000000000000,0.000000000000000
1284,217,3,16,0.000000000000000,0.000000000000000
1285,339,3,28,0.000000000000000,0.000000000000000
1286,74,2,26,0.000000000000000,0.000000000000000
1287,296,3,17,0.000000000000000,0.000000000000000
1288,225,2,17,0.000000000000000,0.000000000000000
1289,178,4,20,0.000000000000000,0.000000000000000
1290,265,1,28,0.000000000000000,0.000000000000000
1291,162,3,15,0.000000000000000,0.000000000000000
1292,108,2,23,0.000000000000000,0.000000000000000
1293,337,4,21,0.000000000000000,0.000000000000000
1294,342,2,28,0.000000000000000,0.000000000000000
1295,298,4,15,0.000000000000000,0.000000000000000
1296,263,3,17,0.000000000000000,0.000000000000000
1297,357,4,23,0.000000000000000,0.000000000000000
1298,7,4,30,0.000000000000000,0.000000000000000
1299,155,4,17,0.000000000000000,0.000000000000000
1300,225,2,30,0.000000000000000,0.000000000000000
1301,171,1,20,0.000000000000000,0.000000000000000
1302,54,3,19,0.000000000000000,0.000000000000000
1303,159,2,24,0.000000000000000,0.000000000000000
1304,216,4,20,0.000000000000000,0.000000000000000
1305,234,3,28,0.000000000000000,0.000000000000000
1306,200,3,21,0.000000000000000,0.000000000000000
1307,351,1,24,0.000000000000000,0.000000000000000
1308,71,4,19,0.000000000000000,0.000000000000000
1309,30,1,18,0.000000000000000,0.000000000000000
1310,349,3,22,0.000000000000000,0.000000000000000
1311,335,2,25,0.000000000000000,0.000000000000000
1312,166,4,19,0.000000000000000,0.000000000000000
1313,191,1,23,0.000000000000000,0.000000000000000
1314,357,2,21,0.000000000000000,0.000000000000000
1315,203,3,17,0.000000000000000,0.000000000000000
1316,312,1,17,0.000000000000000,0.000000000000000
1317,150,4,30,0.000000000000000,0.000000000000000
1318,206,3,29,0.000000000000000,0.000000000000000
1319,276,3,20,0.000000000000000,0.000000000000000
1320,159,1,29,0.000000000000000,0.000000000000000
1321,174,2,23,0.000000000000000,0.000000000000000
1322,343,4,25,0.000000000000000,0.000000000000000
1323,74,3,30,0.000000000000000,0.000000000000000
1324,310,3,20,0.000000000000000,0.000000000000000
1325,55,1,26,0.000000000000000,0.000000000000000
1326,135,3,22,0.000000000000000,0.000000000000000
1327,117,3,20,0.000000000000000,0.000000000000000
1328,126,3,27,0.000000000000000,0.000000000000000
1329,62,3,23,0.000000000000000,0.000000000000000
1330,318,2,29,0.000000000000000,0.000000000000000
1331,96,2,21,0.000000000000000,0.000000000000000
1332,74,2,23,0.000000000000000,0.000000000000000
1333,44,4,29,0.000000000000000,0.000000000000000
1334,183,1,30,0.000000000000000,0.000000000000000
1335,303,3,16,0.000000000000000,0.000000000000000
1336,260,3,17,0.000000000000000,0.000000000000000
1337,116,2,15,0.000000000000000,0.000000000000000
1338,59,2,26,0.000000000000000,0.000000000000000
1339,187,1,27,0.000000000000000,0.000000000000000
1340,138,3,25,0.000000000000000,0.000000000000000
1341,253,1,19,0.000000000000000,0.000000000000000
1342,201,3,18,0.000000000000000,0.000000000000000
1343,212,4,22,0.000000000000000,0.000000000000000
1344,33,3,24,0.000000000000000,0.000000000000000
1345,83,1,28,0.000000000000000,0.000000000000000
1346,161,2,25,0.000000000000000,0.000000000000000
1347,171,2,30,0.000000000000000,0.000000000000000
1348,91,2,27,0.000000000000000,0.000000000000000
1349,154,1,30,0.000000000000000,0.000000000000000
1350,189,1,17,0.000000000000000,0.000000000000000
1351,122,3,27,0.000000000000000,0.000000000000000
1352,200,4,23,0.000000000000000,0.000000000000000
1353,191,3,26,0.000000000000000,0.000000000000000
1354,96,3,17,0.000000000000000,0.000000000000000
1355,347,2,24,0.000000000000000,0.000000000000000
1356,78,1,23,0.000000000000000,0.000000000000000
1357,322,2,30,0.000000000000000,0.000000000000000
1358,21,1,17,0.000000000000000,0.000000000000000
1359,17,2,29,0.000000000000000,0.000000000000000
1360,196,2,22,0.000000000000000,0.000000000000000
1361,65,2,23,0.000000000000000,0.000000000000000
1362,321,2,23,0.000000000000000,0.000000000000000
1363,337,1,17,0.000000000000000,0.000000000000000
1364,222,2,25,0.000000000000000,0.000000000000000
1365,318,2,16,0.000000000000000,0.000000000000000
1366,341,3,28,0.000000000000000,0.000000000000000
1367,293,4,23,0.000000000000000,0.000000000000000
1368,313,2,28,0.000000000000000,0.000000000000000
1369,272,2,16,0.000000000000000,0.000000000000000
1370,149,1,24,0.000000000000000,0.000000000000000
1371,194,2,23,0.000000000000000,0.000000000000000
1372,153,4,15,0.000000000000000,0.000000000000000
1373,266,4,28,0.000000000000000,0.000000000000000
1374,293,3,29,0.000000000000000,0.000000000000000
1375,16,4,27,0.000000000000000,0.000000000000000
1376,0,1,16,0.000000000000000,0.000000000000000
1377,328,1,30,0.000000000000000,0.000000000000000
1378,45,2,24,0.000000000000000,0.000000000000000
1379,163,3,28,0.000000000000000,0.000000000000000
1380,48,3,21,0.000000000000000,0.000000000000000
1381,4,1,19,0.000000000000000,0.000000000000000
1382,44,4,18,0.000000000000000,0.000000000000000
1383,340,2,19,0.000000000000000,0.000000000000000
1384,226,1,24,0.000000000000000,0.000000000000000
1385,64,1,28,0.000000000000000,0.000000000000000
1386,34,1,24,0.000000000000000,0.000000000000000
1387,158,3,20,0.000000000000000,0.000000000000000
1388,339,4,17,0.000000000000000,0.000000000000000
1389,122,4,21,0.000000000000000,0.000000000000000
1390,142,3,21,0.000000000000000,0.000000000000000
1391,60,1,17,0.000000000000000,0.000000000000000
1392,152,2,23,0.000000000000000,0.000000000000000
1393,345,1,26,0.000000000000000,0.000000000000000
1394,10,3,16,0.000000000000000,0.000000000000000
1395,60,4,27,0.000000000000000,0.000000000000000
1396,49,1,25,0.000000000000000,0.000000000000000
1397,206,2,29,0.000000000000000,0.000000000000000
1398,244,1,23,0.000000000000000,0.000000000000000
1399,285,1,22,0.000000000000000,0.000000000000000
1400,37,2,17,0.000000000000000,0.000000000000000
1401,278,2,15,0.000000000000000,0.000000000000000
1402,136,4,23,0.000000000000000,0.000000000000000
1403,104,2,26,0.000000000000000,0.000000000000000
1404,289,2,17,0.000000000000000,0.000000000000000
1405,55,4,25,0.000000000000000,0.000000000000000
1406,100,1,25,0.000000000000000,0.000000000000000
1407,182,4,28,0.000000000000000,0.000000000000000
1408,254,2,18,0.000000000000000,0.000000000000000
1409,282,2,15,0.000000000000000,0.000000000000000
1410,244,4,28,0.000000000000000,0.000000000000000
1411,276,2,24,0.000000000000000,0.000000000000000
1412,249,4,29,0.000000000000000,0.000000000000000
1413,280,1,17,0.000000000000000,0.000000000000000
1414,268,4,22,0.000000000000000,0.000000000000000
1415,16,2,17,0.000000000000000,0.000000000000000
1416,44,1,30,0.000000000000000,0.000000000000000
1417,195,3,24,0.000000000000000,0.000000000000000
1418,58,1,15,0.000000000000000,0.000000000000000
1419,151,4,22,0.000000000000000,0.000000000000000
1420,150,2,26,0.000000000000000,0.000000000000000
1421,84,2,22,0.000000000000000,0.000000000000000
1422,28,1,21,0.000000000000000,0.000000000000000
1423,327,3,16,0.000000000000000,0.000000000000000
1424,328,4,24,0.000000000000000,0.000000000000000
1425,360,2,16,0.000000000000000,0.000000000000000
1426,218,2,23,0.000000000000000,0.000000000000000
1427,276,3,20,0.000000000000000,0.000000000000000
1428,307,3,29,0.000000000000000,0.000000000000000
1429,206,2,17,0.000000000000000,0.000000000000000
1430,83,1,21,0.000000000000000,0.000000000000000
1431,99,4,17,0.000000000000000,0.000000000000000
1432,110,2,30,0.000000000000000,0.000000000000000
1433,278,3,24,0.000000000000000,0.000000000000000
1434,156,4,16,0.000000000000000,0.000000000000000
1435,31,4,26,0.000000000000000,0.000000000000000
1436,289,2,17,0.000000000000000,0.000000000000000
1437,171,3,27,0.000000000000000,0.000000000000000
1438,292,1,26,0.000000000000000,0.000000000000000
1439,81,2,21,0.000000000000000,0.000000000000000
1440,192,3,28,0.000000000000000,0.000000000000000
1441,228,4,18,0.000000000000000,0.000000000000000
1442,21,4,27,0.000000000000000,0.000000000000000
1443,269,4,22,0.000000000000000,0.000000000000000
1444,330,3,23,0.000000000000000,0.000000000000000
1445,317,4,18,0.000000000000000,0.000000000000000
1446,25,3,20,0.000000000000000,0.000000000000000
1447,63,1,21,0.000000000000000,0.000000000000000
1448,118,1,26,0.000000000000000,0.000000000000000
1449,104,1,15,0.000000000000000,0.000000000000000
1450,181,2,21,0.000000000000000,0.000000000000000
1451,272,3,23,0.000000000000000,0.000000000000000
1452,304,2,28,0.000000000000000,0.000000000000000
1453,316,4,26,0.000000000000000,0.000000000000000
1454,46,4,17,0.000000000000000,0.000000000000000
1455,204,1,19,0.000000000000000,0.000000000000000
1456,267,2,25,0.000000000000000,0.000000000000000
1457,133,3,30,0.000000000000000,0.000000000000000
1458,85,2,25,0.000000000000000,0.000000000000000
1459,216,3,20,0.000000000000000,0.000000000000000
1460,239,3,20,0.000000000000000,0.000000000000000
1461,301,4,30,0.000000000000000,0.000000000000000
1462,163,1,25,0.000000000000000,0.000000000000000
1463,296,1,17,0.000000000000000,0.000000000000000
1464,59,1,25,0.000000000000000,0.000000000000000
1465,253,1,26,0.000000000000000,0.000000000000000
1466,98,1,23,0.000000000000000,0.000000000000000
1467,112,2,23,0.000000000000000,0.000000000000000
1468,192,4,19,0.000000000000000,0.000000000000000
1469,283,1,17,0.000000000000000,0.000000000000000
1470,210,3,15,0.000000000000000,0.000000000000000
1471,193,1,28,0.000000000000000,0.000000000000000
1472,227,4,16,0.000000000000000,0.000000000000000
1473,290,4,25,0.000000000000000,0.000000000000000
1474,195,3,25,0.000000000000000,0.000000000000000
1475,284,3,20,0.000000000000000,0.000000000000000
1476,222,3,25,0.000000000000000,0.000000000000000
1477,18,2,29,0.000000000000000,0.000000000000000
1478,36,1,30,0.000000000000000,0.000000000000000
1479,331,3,21,0.000000000000000,0.000000000000000
1480,123,2,21,0.000000000000000,0.000000000000000
1481,237,4,16,0.000000000000000,0.000000000000000
1482,170,2,19,0.000000000000000,0.000000000000000
1483,127,4,28,0.000000000000000,0.000000000000000
1484,84,3,24,0.000000000000000,0.000000000000000
1485,50,4,26,0.000000000000000,0.000000000000000
1486,313,2,23,0.000000000000000,0.000000000000000
1487,179,1,28,0.000000000000000,0.000000000000000
1488,169,4,30,0.000000000000000,0.000000000000000
1489,251,1,22,0.000000000000000,0.000000000000000
1490,305,4,16,0.000000000000000,0.000000000000000
1491,212,1,15,0.000000000000000,0.000000000000000
1492,102,4,30,0.000000000000000,0.000000000000000
1493,311,3,20,0.000000000000000,0.000000000000000
1494,179,1,22,0.000000000000000,0.000000000000000
1495,18,2,28,0.000000000000000,0.000000000000000
1496,66,2,28,0.000000000000000,0.000000000000000
1497,29,1,23,0.000000000000000,0.000000000000000
1498,327,4,28,0.000000000000000,0.000000000000000
1499,145,2,26,0.000000000000000,0.000000000000000
1500,329,1,21,0.000000000000000,0.000000000000000
1501,264,3,30,0.000000000000000,0.000000000000000
1502,27,2,18,0.000000000000000,0.000000000000000
1503,295,1,15,0.000000000000000,0.000000000000000
1504,343,4,20,0.000000000000000,0.000000000000000
1505,74,2,26,0.000000000000000,0.000000000000000
1506,257,2,22,0.000000000000000,0.000000000000000
1507,125,2,25,0.000000000000000,0.000000000000000
1508,149,3,16,0.000000000000000,0.000000000000000
1509,209,2,28,0.000000000000000,0.000000000000000
1510,54,1,18,0.000000000000000,0.000000000000000
1511,336,4,20,0.000000000000000,0.000000000000000
1512,25,1,25,0.000000000000000,0.000000000000000
1513,160,3,27,0.000000000000000,0.000000000000000
1514,262,1,17,0.000000000000000,0.000000000000000
1515,68,3,17,0.000000000000000,0.000000000000000
1516,146,4,21,0.000000000000000,0.000000000000000
1517,163,1,30,0.000000000000000,0.000000000000000
1518,339,1,16,0.000000000000000,0.000000000000000
1519,43,1,22,0.000000000000000,0.000000000000000
1520,163,1,18,0.000000000000000,0.000000000000000
1521,59,1,30,0.000000000000000,0.000000000000000
1522,244,3,21,0.000000000000000,0.000000000000000
1523,262,2,16,0.000000000000000,0.000000000000000
1524,86,3,20,0.000000000000000,0.000000000000000
1525,264,3,20,0.000000000000000,0.000000000000000
1526,300,4,23,0.000000000000000,0.000000000000000
1527,234,3,15,0.000000000000000,0.000000000000000
1528,244,4,20,0.000000000000000,0.000000000000000
1529,357,2,15,0.000000000000000,0.000000000000000
1530,235,2,15,0.000000000000000,0.000000000000000
1531,313,3,18,0.000000000000000,0.000000000000000
1532,239,2,23,0.000000000000000,0.000000000000000
1533,191,1,19,0.000000000000000,0.000000000000000
1534,31,3,30,0.000000000000000,0.000000000000000
1535,189,1,23,0.000000000000000,0.000000000000000
1536,96,1,20,0.000000000000000,0.000000000000000
1537,110,2,25,0.000000000000000,0.000000000000000
1538,168,4,16,0.000000000000000,0.000000000000000
1539,342,2,20,0.000000000000000,0.000000000000000
1540,266,4,30,0.000000000000000,0.000000000000000
1541,115,4,25,0.000000000000000,0.000000000000000
1542,302,3,29,0.000000000000000,0.000000000000000
1543,334,4,27,0.000000000000000,0.000000000000000
1544,84,3,24,0.000000000000000,0.000000000000000
1545,2,2,18,0.000000000000000,0.000000000000000
1546,88,3,21,0.000000000000000,0.000000000000000
1547,107,2,30,0.000000000000000,0.000000000000000
1548,360,3,30,0.000000000000000,0.000000000000000
1549,290,2,18,0.000000000000000,0.000000000000000
1550,106,1,21,0.000000000000000,0.000000000000000
1551,330,3,21,0.000000000000000,0.000000000000000
1552,313,3,18,0.000000000000000,0.000000000000000
1553,189,2,28,0.000000000000000,0.000000000000000
1554,101,3,25,0.000000000000000,0.000000000000000
1555,22,2,26,0.000000000000000,0.000000000000000
1556,314,4,17,0.000000000000000,0.000000000000000
1557,25,2,19,0.000000000000000,0.000000000000000
1558,84,1,24,0.000000000000000,0.000000000000000
1559,131,1,17,0.000000000000000,0.000000000000000
1560,278,2,22,0.000000000000000,0.000000000000000
1561,24,2,21,0.000000000000000,0.000000000000000
1562,51,4,26,0.000000000000000,0.000000000000000
1563,98,1,29,0.000000000000000,0.000000000000000
1564,120,1,29,0.000000000000000,0.000000000000000
1565,344,3,19,0.000000000000000,0.000000000000000
1566,261,2,23,0.000000000000000,0.000000000000000
1567,61,3,19,0.000000000000000,0.000000000000000
1568,55,1,18,0.000000000000000,0.000000000000000
1569,47,1,29,0.000000000000000,0.000000000000000
1570,5,2,18,0.000000000000000,0.000000000000000
1571,61,2,15,0.000000000000000,0.000000000000000
1572,302,2,25,0.000000000000000,0.000000000000000
1573,246,2,17,0.000000000000000,0.000000000000000
1574,36,2,24,0.000000000000000,0.000000000000000
1575,247,4,29,0.000000000000000,0.000000000000000
1576,133,2,25,0.000000000000000,0.000000000000000
1577,98,1,25,0.000000000000000,0.000000000000000
1578,113,2,16,0.000000000000000,0.000000000000000
1579,280,4,17,0.000000000000000,0.000000000000000
1580,165,1,18,0.000000000000000,0.000000000000000
1581,273,4,18,0.000000000000000,0.000000000000000
1582,69,2,26,0.000000000000000,0.000000000000000
1583,153,3,23,0.000000000000000,0.000000000000000
1584,252,1,17,0.000000000000000,0.000000000000000
1585,33,3,23,0.000000000000000,0.000000000000000
1586,190,2,15,0.000000000000000,0.000000000000000
1587,255,3,28,0.000000000000000,0.000000000000000
1588,117,3,23,0.000000000000000,0.000000000000000
1589,28,4,21,0.000000000000000,0.000000000000000
1590,287,3,16,0.000000000000000,0.000000000000000
1591,0,2,16,0.000000000000000,0.000000000000000
1592,146,4,27,0.000000000000000,0.000000000000000
1593,186,2,27,0.000000000000000,0.000000000000000
1594,114,4,22,0.000000000000000,0.000000000000000
1595,88,4,28,0.000000000000000,0.000000000000000
1596,99,2,18,0.000000000000000,0.000000000000000
1597,122,1,20,0.000000000000000,0.000000000000000
1598,146,4,18,0.000000000000000,0.000000000000000
1599,117,1,30,0.000000000000000,0.000000000000000
1600,2,1,19,0.000000000000000,0.000000000000000
1601,102,3,30,0.000000000000000,0.000000000000000
1602,317,3,18,0.000000000000000,0.000000000000000
1603,238,4,27,0.000000000000000,0.000000000000000
1604,276,2,29,0.000000000000000,0.000000000000000
1605,234,2,15,0.000000000000000,0.000000000000000
1606,68,3,25,0.000000000000000,0.000000000000000
1607,16,2,21,0.000000000000000,0.000000000000000
1608,295,3,23,0.000000000000000,0.000000000000000
1609,260,3,18,0.000000000000000,0.000000000000000
1610,193,1,17,0.000000000000000,0.000000000000000
1611,285,3,17,0.000000000000000,0.000000000000000
1612,16,4,22,0.000000000000000,0.000000000000000
1613,153,3,26,0.000000000000000,0.000000000000000
1614,77,3,16,0.000000000000000,0.000000000000000
1615,93,2,18,0.000000000000000,0.000000000000000
1616,270,3,25,0.000000000000000,0.000000000000000
1617,268,2,23,0.000000000000000,0.000000000000000
1618,213,2,21,0.000000000000000,0.000000000000000
1619,304,4,26,0.000000000000000,0.000000000000000
